anchor_data_id,anchor_entity,anchor_wikipedia_url,anchor_entity_type,anchor_question,anchor_answer,anchor_question_type,target_side,method1_pair_entity,method1_pair_data_id,method1_pair_wikipedia_url,method1_pair_type,method1_similarity_basis,method1_composite_layout,method1_query,method1_expected_answer,method2_pair_entity,method2_pair_data_id,method2_pair_wikipedia_url,method2_pair_type,method2_similarity_basis,method2_composite_layout,method2_query,method2_query_with_position,method2_query_without_position,method2_expected_answer,distractor_entity,distractor_wikipedia_url,anchor_image_id,anchor_image_path,method1_pair_image_id,method1_pair_image_path,method2_pair_image_id,method2_pair_image_path,method1_composite_image_path,method2_composite_image_path,method1_image_status,method2_image_status,image_error
infoseek_val_00011870,Yellow-billed magpie,https://en.wikipedia.org/wiki/Yellow-billed_magpie,bird,What is the conservation status of this bird according to the IUCN?,Vulnerable,String,right,Wandering albatross,infoseek_val_00030870,https://en.wikipedia.org/wiki/Wandering_albatross,bird,same_type+same_question,Yellow-billed magpie(right) + Wandering albatross(left),What is the conservation status of the bird on the right according to the IUCN?,Vulnerable,ATR 72,infoseek_val_00052110,https://en.wikipedia.org/wiki/ATR_72,aircraft,different_entity_type+cross_family,Yellow-billed magpie(right) + ATR 72(left),What is the conservation status of the bird on the right according to the IUCN?,What is the conservation status of the bird on the right according to the IUCN?,What is the conservation status of this bird according to the IUCN?,Vulnerable,ATR 72,https://en.wikipedia.org/wiki/ATR_72,oven_04962270,images/infoseek/val/oven_04962270.jpg,oven_05049235,images/infoseek/val/oven_05049235.JPEG,oven_05009995,images/infoseek/val/oven_05009995.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0023_infoseek_val_00011870__m1__infoseek_val_00030870.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0023_infoseek_val_00011870__m2__infoseek_val_00052110.jpg,saved,saved,
infoseek_val_00028002,Banksia,https://en.wikipedia.org/wiki/Banksia,plant,What is this plant named after?,Banks,String,left,Nepenthes,infoseek_val_00027676,https://en.wikipedia.org/wiki/Nepenthes,plant,same_type+same_question,Banksia(left) + Nepenthes(right),What is the plant on the left named after?,Banks,Lake Sils,infoseek_val_00002370,https://en.wikipedia.org/wiki/Lake_Sils,lake,different_entity_type+cross_family,Banksia(left) + Lake Sils(right),What is the plant on the left named after?,What is the plant on the left named after?,What is this plant named after?,Banks,Lake Sils,https://en.wikipedia.org/wiki/Lake_Sils,oven_05067588,images/infoseek/val/oven_05067588.JPEG,oven_05068898,images/infoseek/val/oven_05068898.JPEG,oven_04953035,images/infoseek/val/oven_04953035.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0024_infoseek_val_00028002__m1__infoseek_val_00027676.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0024_infoseek_val_00028002__m2__infoseek_val_00002370.jpg,saved,saved,
infoseek_val_00037491,Ascomycota,https://en.wikipedia.org/wiki/Ascomycota,fungus,What is the closest parent taxonomy of this fungus?,subkingdom Dikarya,String,right,Laetiporus gilbertsonii,infoseek_val_00036087,https://en.wikipedia.org/wiki/Laetiporus_gilbertsonii,fungus,same_type+same_question,Ascomycota(right) + Laetiporus gilbertsonii(left),What is the closest parent taxonomy of the fungus on the right?,subkingdom Dikarya,Submarine sandwich,infoseek_val_00007222,https://en.wikipedia.org/wiki/Submarine_sandwich,food,different_entity_type+cross_family,Ascomycota(right) + Submarine sandwich(left),What is the closest parent taxonomy of the fungus on the right?,What is the closest parent taxonomy of the fungus on the right?,What is the closest parent taxonomy of this fungus?,subkingdom Dikarya,Submarine sandwich,https://en.wikipedia.org/wiki/Submarine_sandwich,oven_05069563,images/infoseek/val/oven_05069563.JPEG,oven_05043637,images/infoseek/val/oven_05043637.jpg,oven_05001154,images/infoseek/val/oven_05001154.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0025_infoseek_val_00037491__m1__infoseek_val_00036087.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0025_infoseek_val_00037491__m2__infoseek_val_00007222.jpg,saved,saved,
infoseek_val_00024987,Castle of Molina de Aragón,https://en.wikipedia.org/wiki/Castle_of_Molina_de_Arag%C3%B3n,building,In which city or region does this building locate?,"Molina de Aragón, Castile-La Mancha",String,left,Altice Arena,infoseek_val_00013978,https://en.wikipedia.org/wiki/Altice_Arena,building,same_type+same_question,Castle of Molina de Aragón(left) + Altice Arena(right),In which city or region does the building on the left locate?,"Molina de Aragón, Castile-La Mancha",Actaea racemosa,infoseek_val_00053555,https://en.wikipedia.org/wiki/Actaea_racemosa,plant,different_entity_type+cross_family,Castle of Molina de Aragón(left) + Actaea racemosa(right),In which city or region does the building on the left locate?,In which city or region does the building on the left locate?,In which city or region does this building locate?,"Molina de Aragón, Castile-La Mancha",Actaea racemosa,https://en.wikipedia.org/wiki/Actaea_racemosa,oven_05015362,images/infoseek/val/oven_05015362.jpg,oven_04952448,images/infoseek/val/oven_04952448.jpg,oven_05040123,images/infoseek/val/oven_05040123.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0026_infoseek_val_00024987__m1__infoseek_val_00013978.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0026_infoseek_val_00024987__m2__infoseek_val_00053555.jpg,saved,saved,
infoseek_val_00006972,Asian elephant,https://en.wikipedia.org/wiki/Asian_elephant,animal,What is the typical life expectancy of this animal in captivity according to the evidence?,80,Numerical,right,Hedgehog,infoseek_val_00073306,https://en.wikipedia.org/wiki/Hedgehog,animal,same_type,Asian elephant(right) + Hedgehog(left),What is the typical life expectancy of the animal on the right in captivity according to the evidence?,80,Huis Ten Bosch (theme park),infoseek_val_00011825,https://en.wikipedia.org/wiki/Huis_Ten_Bosch_(theme_park),park,different_entity_type+cross_family,Asian elephant(right) + Huis Ten Bosch (theme park)(left),What is the typical life expectancy of the animal on the right in captivity according to the evidence?,What is the typical life expectancy of the animal on the right in captivity according to the evidence?,What is the typical life expectancy of this animal in captivity according to the evidence?,80,Huis Ten Bosch (theme park),https://en.wikipedia.org/wiki/Huis_Ten_Bosch_(theme_park),oven_04970875,images/infoseek/val/oven_04970875.jpg,oven_04945478,images/infoseek/val/oven_04945478.JPEG,oven_04955958,images/infoseek/val/oven_04955958.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0027_infoseek_val_00006972__m1__infoseek_val_00073306.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0027_infoseek_val_00006972__m2__infoseek_val_00011825.jpg,saved,saved,
infoseek_val_00055358,Cascabela thevetia,https://en.wikipedia.org/wiki/Cascabela_thevetia,plant,What is the genus of this plant?,Cascabela,String,left,Zealandia pustulata,infoseek_val_00024552,https://en.wikipedia.org/wiki/Zealandia_pustulata,plant,same_type+same_question,Cascabela thevetia(left) + Zealandia pustulata(right),What is the genus of the plant on the left?,Cascabela,Kusumba Mosque,infoseek_val_00033192,https://en.wikipedia.org/wiki/Kusumba_Mosque,facility,different_entity_type+cross_family,Cascabela thevetia(left) + Kusumba Mosque(right),What is the genus of the plant on the left?,What is the genus of the plant on the left?,What is the genus of this plant?,Cascabela,Kusumba Mosque,https://en.wikipedia.org/wiki/Kusumba_Mosque,oven_05066059,images/infoseek/val/oven_05066059.JPEG,oven_05032507,images/infoseek/val/oven_05032507.jpg,oven_05021476,images/infoseek/val/oven_05021476.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0028_infoseek_val_00055358__m1__infoseek_val_00024552.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0028_infoseek_val_00055358__m2__infoseek_val_00033192.jpg,saved,saved,
infoseek_val_00063089,Oenothera lindheimeri,https://en.wikipedia.org/wiki/Gaura_lindheimeri,plant,What is the closest upper taxonomic rank of this plant?,species of Oenothera,String,right,Jujube,infoseek_val_00051702,https://en.wikipedia.org/wiki/Jujube,plant,same_type+same_question,Oenothera lindheimeri(right) + Jujube(left),What is the closest upper taxonomic rank of the plant on the right?,species of Oenothera,Dejima,infoseek_val_00022856,https://en.wikipedia.org/wiki/Dejima,island,different_entity_type+cross_family,Oenothera lindheimeri(right) + Dejima(left),What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of the plant on the right?,What is the closest upper taxonomic rank of this plant?,species of Oenothera,Dejima,https://en.wikipedia.org/wiki/Dejima,oven_05039770,images/infoseek/val/oven_05039770.jpg,oven_05063492,images/infoseek/val/oven_05063492.JPEG,oven_05025615,images/infoseek/val/oven_05025615.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0029_infoseek_val_00063089__m1__infoseek_val_00051702.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0029_infoseek_val_00063089__m2__infoseek_val_00022856.jpg,saved,saved,
infoseek_val_00066347,Hamelia patens,https://en.wikipedia.org/wiki/Hamelia_patens,plant,What is the genus of this plant?,Hamelia,String,left,Zostera marina,infoseek_val_00024829,https://en.wikipedia.org/wiki/Zostera_marina,plant,same_type+same_question,Hamelia patens(left) + Zostera marina(right),What is the genus of the plant on the left?,Hamelia,Náchod,infoseek_val_00006719,https://en.wikipedia.org/wiki/N%C3%A1chod,town,different_entity_type+cross_family,Hamelia patens(left) + Náchod(right),What is the genus of the plant on the left?,What is the genus of the plant on the left?,What is the genus of this plant?,Hamelia,Náchod,https://en.wikipedia.org/wiki/N%C3%A1chod,oven_05034977,images/infoseek/val/oven_05034977.jpg,oven_05039830,images/infoseek/val/oven_05039830.jpg,oven_04956800,images/infoseek/val/oven_04956800.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0030_infoseek_val_00066347__m1__infoseek_val_00024829.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0030_infoseek_val_00066347__m2__infoseek_val_00006719.jpg,saved,saved,
infoseek_val_00043977,Chäserrugg,https://en.wikipedia.org/wiki/Ch%C3%A4serrugg,mountain,What is the topographic prominence of this mountain?,14,Numerical,right,Serra dos Órgãos,infoseek_val_00000488,https://en.wikipedia.org/wiki/Serra_dos_%C3%93rg%C3%A3os,mountain,same_type,Chäserrugg(right) + Serra dos Órgãos(left),What is the topographic prominence of the mountain on the right?,14,Purple finch,infoseek_val_00037172,https://en.wikipedia.org/wiki/Purple_finch,bird,different_entity_type+cross_family,Chäserrugg(right) + Purple finch(left),What is the topographic prominence of the mountain on the right?,What is the topographic prominence of the mountain on the right?,What is the topographic prominence of this mountain?,14,Purple finch,https://en.wikipedia.org/wiki/Purple_finch,oven_05013189,images/infoseek/val/oven_05013189.jpg,oven_04953861,images/infoseek/val/oven_04953861.jpg,oven_05042019,images/infoseek/val/oven_05042019.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0031_infoseek_val_00043977__m1__infoseek_val_00000488.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0031_infoseek_val_00043977__m2__infoseek_val_00037172.jpg,saved,saved,
infoseek_val_00000256,"Albert Bridge, London","https://en.wikipedia.org/wiki/Albert_Bridge,_London",bridge,What city is this bridge located in?,London,String,left,Aqueduct of Segovia,infoseek_val_00012788,https://en.wikipedia.org/wiki/Aqueduct_of_Segovia,bridge,same_type+same_question,"Albert Bridge, London(left) + Aqueduct of Segovia(right)",What city is the bridge on the left located in?,London,European green toad,infoseek_val_00036825,https://en.wikipedia.org/wiki/European_green_toad,animal,different_entity_type+cross_family,"Albert Bridge, London(left) + European green toad(right)",What city is the bridge on the left located in?,What city is the bridge on the left located in?,What city is this bridge located in?,London,European green toad,https://en.wikipedia.org/wiki/European_green_toad,oven_04957629,images/infoseek/val/oven_04957629.jpg,oven_04956955,images/infoseek/val/oven_04956955.jpg,oven_05030143,images/infoseek/val/oven_05030143.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0032_infoseek_val_00000256__m1__infoseek_val_00012788.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0032_infoseek_val_00000256__m2__infoseek_val_00036825.jpg,saved,saved,
infoseek_val_00032317,Hereford Cathedral,https://en.wikipedia.org/wiki/Hereford_Cathedral,building,"Which saint is this building dedicated to, as mentioned first in the evidence?",St Mary the Virgin,String,right,Guarda Cathedral,infoseek_val_00066045,https://en.wikipedia.org/wiki/Guarda_Cathedral,building,same_type,Hereford Cathedral(right) + Guarda Cathedral(left),"Which saint is the building on the right dedicated to, as mentioned first in the evidence?",St Mary the Virgin,Edith's checkerspot,infoseek_val_00042430,https://en.wikipedia.org/wiki/Edith%27s_checkerspot,insect,different_entity_type+cross_family,Hereford Cathedral(right) + Edith's checkerspot(left),"Which saint is the building on the right dedicated to, as mentioned first in the evidence?","Which saint is the building on the right dedicated to, as mentioned first in the evidence?","Which saint is this building dedicated to, as mentioned first in the evidence?",St Mary the Virgin,Edith's checkerspot,https://en.wikipedia.org/wiki/Edith%27s_checkerspot,oven_05012402,images/infoseek/val/oven_05012402.jpg,oven_05025520,images/infoseek/val/oven_05025520.jpg,oven_05030355,images/infoseek/val/oven_05030355.jpg,images/augmented/infoseek/composite_images_full_seed3185/method1/0033_infoseek_val_00032317__m1__infoseek_val_00066045.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0033_infoseek_val_00032317__m2__infoseek_val_00042430.jpg,saved,saved,
infoseek_val_00042336,Ford Field,https://en.wikipedia.org/wiki/Ford_Field,building,Who occupies this building?,the Detroit Lions,String,left,Radiology Associates Field at Jackie Robinson Ballpark,infoseek_val_00002779,https://en.wikipedia.org/wiki/Radiology_Associates_Field_at_Jackie_Robinson_Ballpark,building,same_type+same_question,Ford Field(left) + Radiology Associates Field at Jackie Robinson Ballpark(right),Who occupies the building on the left?,the Detroit Lions,Cero (fish),infoseek_val_00009943,https://en.wikipedia.org/wiki/Cero_(fish),fish,different_entity_type+cross_family,Ford Field(left) + Cero (fish)(right),Who occupies the building on the left?,Who occupies the building on the left?,Who occupies this building?,the Detroit Lions,Cero (fish),https://en.wikipedia.org/wiki/Cero_(fish),oven_05023204,images/infoseek/val/oven_05023204.jpg,oven_04951217,images/infoseek/val/oven_04951217.jpg,oven_04982661,images/infoseek/val/oven_04982661.JPEG,images/augmented/infoseek/composite_images_full_seed3185/method1/0034_infoseek_val_00042336__m1__infoseek_val_00002779.jpg,images/augmented/infoseek/composite_images_full_seed3185/method2/0034_infoseek_val_00042336__m2__infoseek_val_00009943.jpg,saved,saved,
