data_id,wikipedia_title,wikipedia_url,question_original,dataset_image_ids,question,answer,final_evidence,evidence,evidence_section_id,evidence_section_title,question_type,final_check_tag,final_check_reason,final_model
infoseek_val_00050138,Agrochola bicolorago,https://en.wikipedia.org/wiki/Agrochola_bicolorago,What is the closest upper taxonomy of this insect?,oven_05039082,What is the genus of this insect?,Agrochola,"Agrochola bicolorago, the bicolored sallow or shield-backed cutworm, is a moth in the family Noctuidae.","Agrochola bicolorago, the bicolored sallow or shield-backed cutworm, is a moth in the family Noctuidae.",0,Agrochola bicolorago,String,Needs_revision,"The final_answer 'Agrochola' is not explicitly found in the evidence text. The evidence contains 'Agrochola bicolorago' which includes the genus, but the answer must be an exact phrase from the evidence. The shortest exact phrase that answers the question is 'Agrochola bicolorago', but this includes the species name. Since the question asks for genus specifically, and the evidence does not isolate 'Agrochola' as a standalone word, the answer is not directly supported as required.",deepseek-chat
infoseek_val_00025715,Ailanthus webworm,https://en.wikipedia.org/wiki/Ailanthus_webworm,What is the closest upper taxonomy of this insect?,oven_05044856,What is the closest upper taxonomic classification of this insect?,ermine moth,The ailanthus webworm (Atteva aurea) is an ermine moth now found commonly in the United States.,The ailanthus webworm (Atteva aurea) is an ermine moth now found commonly in the United States.,0|1|4|5,Ailanthus webworm|Host plants|Taxonomy|References,String,Needs_revision,"The original final_answer 'Atteva' is the genus name, not the closest upper taxonomic classification. The evidence states it 'is an ermine moth', which is the family-level classification (Yponomeutidae), making 'ermine moth' the correct and shortest exact phrase answering the question.",deepseek-chat
infoseek_val_00066350,Ailsa Craig,https://en.wikipedia.org/wiki/Ailsa_Craig,Which historic county does this island belong to?,oven_05020001,What county or administrative region is this island associated with historically?,South Ayrshire,"The island is part of the administrative district of South Ayrshire, in the ancient parish of Dailly.","The island is part of the administrative district of South Ayrshire, in the ancient parish of Dailly.",3|4|7|18|19,Geography and geology|Facilities and ownership|Spanish invasion|Notes|References,String,Needs_revision,"The evidence supports 'South Ayrshire' as the answer, not 'Ayrshire'. The question type is String, so the shortest exact phrase from evidence that answers the question is 'South Ayrshire'. The evidence field has been trimmed to only the supporting snippet.",deepseek-chat
infoseek_val_00042411,Ailsa Craig,https://en.wikipedia.org/wiki/Ailsa_Craig,What is the area in hectare occupied by this island?,oven_05020006,What is the area in hectare occupied by this island?,99,"Ailsa Craig is an island of 99 hectares (240 acres) in the outer Firth of Clyde, 16 kilometres (8+1⁄2 nautical miles) west of mainland Scotland, upon which microgranite has long been quarried to make curling stones.","Ailsa Craig is an island of 99 hectares (240 acres) in the outer Firth of Clyde, 16 kilometres (8+1⁄2 nautical miles) west of mainland Scotland, upon which microgranite has long been quarried to make curling stones.",0,Ailsa Craig,Numerical,OK,"The evidence directly states the island's area as '99 hectares', which matches the question's request for area in hectares. The answer is a single numerical value found exactly in the evidence, and the question does not leak the entity name.",deepseek-chat
infoseek_val_00035995,Airbus A310,https://en.wikipedia.org/wiki/Airbus_A310,What equipment or engine is used by this aircraft to provide power?,oven_05009584,What engine was used to power the first flight of this aircraft?,Pratt & Whitney JT9D-7R4D1 engines,"The first A310, the 162nd Airbus off the production line, made its maiden flight on 3 April 1982 powered by the earlier Pratt & Whitney JT9D-7R4D1 engines.","The first A310, the 162nd Airbus off the production line, made its maiden flight on 3 April 1982 powered by the earlier Pratt & Whitney JT9D-7R4D1 engines.",0|4|8|25,Airbus A310|Programme launch|Variants|Notes,String,Needs_revision,"The evidence clearly states that the first A310's maiden flight was powered by Pratt & Whitney JT9D-7R4D1 engines, not the PW4000. The original final_answer 'Pratt & Whitney PW4000' is incorrect based on the evidence. The question was revised to be more specific about 'first flight' to match the evidence snippet, and the answer was updated to the exact phrase from evidence.",deepseek-chat
infoseek_val_00046818,Airbus A310,https://en.wikipedia.org/wiki/Airbus_A310,What is the total quantity of produced items for this type of aircraft?,oven_05009568,What is the total quantity of produced items for this type of aircraft over its entire production run?,255,"Between 1983, and the last aircraft produced in 1998, 255 A310s were delivered.","Between 1983, and the last aircraft produced in 1998, 255 A310s were delivered.",0|2|6|12,Airbus A310|Background|Sales and production end|Deliveries,Numerical,Needs_revision,Evidence contains conflicting numbers (255 vs 816). The 255 figure is consistent across multiple snippets and directly answers the question about total quantity produced. Selected the clearest supporting snippet and removed conflicting information.,deepseek-chat
infoseek_val_00068063,Airbus A310,https://en.wikipedia.org/wiki/Airbus_A310,what is the date this aircraft took the first flight?,oven_05009559,When did this aircraft first fly?,3 April 1982,"On 3 April 1982, the first prototype conducted its maiden flight, and the A310 received its type certification on 11 March 1983.","On 3 April 1982, the first prototype conducted its maiden flight, and the A310 received its type certification on 11 March 1983.",0|5|8,Airbus A310|Entry into service|Variants,Time,Needs_revision,"The original final_answer '1982 4 3' is not a standard time format and doesn't match the evidence phrasing. The evidence clearly states '3 April 1982' as the maiden flight date. The question expects a single time value, not a range. I selected the best supporting snippet and formatted the answer exactly as it appears in evidence.",deepseek-chat
infoseek_val_00063993,Airplane,https://en.wikipedia.org/wiki/Airplane,What type of wing is designed for this object?,oven_05051555,What structural type of wing is designed for this object?,fixed-wing,"An airplane or aeroplane (informally plane) is a fixed-wing aircraft that is propelled forward by thrust from a jet engine, propeller, or rocket engine.","An airplane or aeroplane (informally plane) is a fixed-wing aircraft that is propelled forward by thrust from a jet engine, propeller, or rocket engine.",0|1|3|18|19|24|27|32,Airplane|Etymology and usage|Antecedents|Airframe|Wings|Flying wing|Empennage and foreplane|References,String,Needs_revision,"The original final_answer 'fixed-wing' is supported by evidence, but the evidence field contained multiple sentences. For String question type, final_evidence and evidence must be identical and contain only the shortest exact phrase that answers the question. I selected the most direct supporting snippet and trimmed evidence to match.",deepseek-chat
infoseek_val_00057791,Aizoaceae,https://en.wikipedia.org/wiki/Aizoaceae,What is the closest parent taxonomy of this plant?,oven_05066459,What is the closest parent taxonomy of this plant?,Caryophyllales,"Cornelia Klak; Angeline Khunou; Gail Reeves; Terry Hedderson (2003). ""A phylogenetic hypothesis for the Aizoaceae (Caryophyllales) based on four plastid DNA regions"". Am. J. Bot. 90 (10): 1433–1445. doi:10.3732/ajb.90.10.1433. PMID 21659095.","Cornelia Klak; Angeline Khunou; Gail Reeves; Terry Hedderson (2003). ""A phylogenetic hypothesis for the Aizoaceae (Caryophyllales) based on four plastid DNA regions"". Am. J. Bot. 90 (10): 1433–1445. doi:10.3732/ajb.90.10.1433. PMID 21659095.",1|11,Description|Further reading,String,Needs_revision,"The answer 'Caryophyllales' is supported in the evidence, but the original evidence snippet contained extraneous information about classification systems. The revised evidence contains the shortest exact phrase that answers the question while maintaining the required citation format.",deepseek-chat
infoseek_val_00058194,Ajloun Castle,https://en.wikipedia.org/wiki/Ajloun_Castle,Which city or region does this building locate in?,oven_05018670,In which city or region is this building located?,Mount Ajloun district,"Ajloun Castle (Arabic: قلعة عجلون; transliterated: Qalʻat 'Ajloun), medieval name Qalʻat ar-Rabad, is a 12th-century Muslim castle situated in northwestern Jordan. It is placed on a hilltop belonging to the Mount Ajloun district, also known as Jabal 'Auf after a Bedouin tribe which had captured the area in the 12th century.","Ajloun Castle (Arabic: قلعة عجلون; transliterated: Qalʻat 'Ajloun), medieval name Qalʻat ar-Rabad, is a 12th-century Muslim castle situated in northwestern Jordan. It is placed on a hilltop belonging to the Mount Ajloun district, also known as Jabal 'Auf after a Bedouin tribe which had captured the area in the 12th century.",0|1|3|5|10|12|14,Ajloun Castle|Names|Byzantine monastery|Purpose|Tourism|References|External links,String,Needs_revision,"The evidence does not explicitly state that Ajloun Castle is located in the city of Ajloun. It states the castle is 'placed on a hilltop belonging to the Mount Ajloun district'. Therefore, the shortest exact phrase from the evidence that answers the question is 'Mount Ajloun district'. The question was revised to include 'or region' to match this evidence. The evidence was trimmed to the single supporting snippet.",deepseek-chat
