data_id,wikipedia_title,wikipedia_url,question_type,encyclopedic_vqa_split,dataset_image_ids,question_before_review,question,answer,evidence,evidence_section_id,evidence_section_title,final_check_reason,dataset_name
E-VQA_70,Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,templated,test,2728404,In this part of the world does this animal live?,In which region of the United States does this animal live?,eastern United States,species of nonvenomous colubrid endemic to the eastern United States,0,Carphophis amoenus|Carphophis amoenus|Carphophis amoenus,"The question is clear, does not leak the answer, and directly targets the information present in the evidence.",inaturalist
E-VQA_71,Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,templated,test,2742314,How large does this animal become typically?,What is the typical total length of this animal?,19-34 cm,"Adults are 19–28 cm (7.5–11.0 in) in total length, record 34 cm (13 in)",1,Description|Description|Description,"The question asks 'How long does this animal become typically?' but the evidence provides both total length (19-28 cm) and record length (34 cm). The question is ambiguous about whether it seeks typical length or maximum length, and 'typically' doesn't clearly match the evidence structure.",inaturalist
E-VQA_72,Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,templated,test,2728404,What is the habitat of this reptile?,What is the habitat of this reptile?,rocky woodlands,"normally prefers a moist habitat in the rocky woodlands, under rotten wood of logs and stumps.",0,Carphophis amoenus|Carphophis amoenus|Carphophis amoenus,skipped_q_clear,inaturalist
E-VQA_73,Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,templated,test,2742314,When is the mating period?,When during the year is the mating period?,spring,Courtship and mating probably occur in the spring,5,Reproduction|Reproduction|Reproduction,"The question is clear, does not leak the answer, and can be answered using the provided evidence.",inaturalist
E-VQA_74,Carphophis amoenus,https://en.wikipedia.org/wiki/Carphophis_amoenus,templated,test,2699875,How many egg does this reptile typically lay?,How many eggs does this reptile typically lay at one time?,two to eight,"Eggs are laid in late June or early July, two to eight per clutch",5,Reproduction|Reproduction|Reproduction,"The question 'How many eggs does this reptile typically lay in a single clutch?' contains the phrase 'in a single clutch', which appears verbatim in the evidence that provides the answer ('two to eight per clutch'). This could lead the model to directly associate the question phrasing with the evidence phrasing, potentially leaking the answer context.",inaturalist
E-VQA_75,Crotalus viridis,https://en.wikipedia.org/wiki/Crotalus_viridis,templated,test,2698380,What is the habitat of this reptile?,What type of areas does this reptile prefer as its habitat?,dry areas,They seem to prefer dry areas with moderate vegetation coverage,3,Distribution and habitat|Distribution and habitat|Distribution and habitat,The question asks for 'geographic region' but the evidence provides 'dry areas' which is an environmental characteristic rather than a specific geographic region. This mismatch makes the question ambiguous and less effective for retrieving the answer from the evidence.,inaturalist
E-VQA_76,Sceloporus jarrovii,https://en.wikipedia.org/wiki/Sceloporus_jarrovii,templated,test,2726067,In this part of the world does this animal live?,In which part of the world does this animal live?,southwestern United States and northern Mexico,The species is native to the southwestern United States and northern Mexico,0,Sceloporus jarrovii|Sceloporus jarrovii|Sceloporus jarrovii,"The question 'In which region of North America does this animal live?' contains the phrase 'North America', which appears verbatim in the expected answer 'southwestern United States and northern Mexico' (since both the United States and Mexico are in North America). This leaks the geographic scope of the answer.",inaturalist
E-VQA_77,Sceloporus jarrovii,https://en.wikipedia.org/wiki/Sceloporus_jarrovii,templated,test,2722907,How large does this animal become typically?,How long does this animal become typically?,10.5 cm,S. jarrovii grows to a snout-to-vent length of 10.5 cm (4.1 in),4,Description|Description|Description,"QUESTION_USED is clear, does not leak the answer, and matches the evidence structure (snout-to-vent length corresponds to 'how long').",inaturalist
E-VQA_78,Sceloporus jarrovii,https://en.wikipedia.org/wiki/Sceloporus_jarrovii,templated,test,2782641,What is the habitat of this reptile?,What is the habitat of this reptile?,forest and rocky areas,The preferred natural habitats of S. jarrovii are forest and rocky areas,3,Habitat|Habitat|Habitat,skipped_q_clear,inaturalist
E-VQA_79,Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,templated,test,2726334,In which part of the world does this animal live?,In which part of the world does this animal live?,eastern Pacific Ocean,This species occurs in the eastern Pacific Ocean,0,Nucella lamellosa|Nucella lamellosa|Nucella lamellosa,"The question 'In which ocean does this animal live?' contains the word 'ocean', which appears verbatim in the expected answer 'eastern Pacific Ocean', potentially leaking the answer category.",inaturalist
E-VQA_80,Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,templated,test,2694935,Is this an invasive species?,Is this an invasive species?,Yes,a recently introduced invasive species of crab,3,Ecology,"The question 'Is this an invasive species in the United States?' adds a geographic restriction not present in the evidence. The evidence only states 'a recently introduced invasive species of crab' without specifying location, making the question unanswerable from the given evidence.",inaturalist
E-VQA_81,Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,templated,test,2752847,What does this animal eat?,What does this animal eat?,mussels and barnacles,"This whelk is a predator, feeding largely on mussels and barnacles",3,Ecology|Ecology|Ecology,skipped_q_clear,inaturalist
E-VQA_82,Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,templated,test,2752847,Who are the preditors of this animal?,Who are the preditors of this animal?,"red rock crab, seastar",The whelk is itself eaten by crabs such as the red rock crab Cancer productus and the seastar Pisaster ochraceus,3,Ecology|Ecology|Ecology,skipped_q_clear,inaturalist
E-VQA_83,Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,templated,test,2726334,How large does this animal become typically?,What are the typical dimensions of this animal?,length of 100 mm and width of 50 mm,Nucella lamellosa is a large snail with a strong shell growing to a length of 100 mm (4 in) and width of 50 mm (2 in),1,Description|Description|Description,"The question 'What is the typical length and width of this animal?' directly includes the terms 'length' and 'width', which appear verbatim in the expected answer ('length of 100 mm and width of 50 mm'), creating a strong lexical overlap that could leak the answer structure or make it too easy to match without understanding the evidence.",inaturalist
E-VQA_84,Nucella lamellosa,https://en.wikipedia.org/wiki/Nucella_lamellosa,templated,test,2758013,What is the habitat of this animal?,"What is the specific habitat of this animal, such as in which tidal zone or geographic region?",intertidally on rocks,It is found intertidally on rocks from the mid to lower shore,2,Distribution|Distribution|Distribution,The question contains 'on which type of rock' which directly hints at the answer 'on rocks' found in the evidence.,inaturalist
E-VQA_85,Chiton glaucus,https://en.wikipedia.org/wiki/Chiton_glaucus,templated,test,2724396,How large does this animal become typically?,What is the typical size of this animal?,30-35 mm,The size of the organism is commonly 30-35 mm long.,1,Description|Description|Description,"The question 'How long does this animal become typically?' contains the word 'long', which directly matches the evidence phrase '30-35 mm long', potentially leaking the answer dimension.",inaturalist
E-VQA_86,Limacia cockerelli,https://en.wikipedia.org/wiki/Limacia_cockerelli,templated,test,2718556,In which part of the world does this animal live?,In which part of North America does this animal live?,West coast of North America,"This species is found from the West coast of North America, ranging from Vancouver Island, British Columbia, Canada to San Diego",1,Distribution|Distribution|Distribution,"The question asks for a region of North America, but the evidence provides a more specific answer (West coast of North America) that is not a subregion but the entire coastal area. The question should be broadened to match the evidence scope.",inaturalist
E-VQA_87,Limacia cockerelli,https://en.wikipedia.org/wiki/Limacia_cockerelli,templated,test,2718556,What does this animal eat?,What does this animal eat?,Hincksina velata,"This animal preys exclusively on the orange-brown coloured bryozoan, Hincksina velata.",3,Diet|Diet|Diet,skipped_q_clear,inaturalist
E-VQA_88,Limacia cockerelli,https://en.wikipedia.org/wiki/Limacia_cockerelli,templated,test,2758799,How large does this animal become typically?,How large does this animal become typically?,26 mm,This species reaches lengths of 26 mm (1.0 in),2,Description|Description|Description,"The question 'What is the typical length of this animal?' contains the word 'length', which appears verbatim in the evidence ('reaches lengths of 26 mm'), making it too direct and potentially leaking the answer retrieval path.",inaturalist
E-VQA_89,Limacus flavus,https://en.wikipedia.org/wiki/Limacus_flavus,templated,test,2716772,What does this animal eat?,What does this animal eat?,"fungi, decaying matter, and vegetables","This species feeds mostly on fungi, decaying matter, and vegetables.",4,Ecology|Ecology|Ecology,skipped_q_clear,inaturalist
E-VQA_90,Pomacea canaliculata,https://en.wikipedia.org/wiki/Pomacea_canaliculata,templated,test,2736606,What is the habitat of this animal?,What is the habitat of this animal?,"freshwater lake, river, pond and swamp habitats","This species lives in freshwater lake, river, pond and swamp habitats and tolerates a wide range of temperatures",5,Habitat|Habitat|Habitat,skipped_q_clear,inaturalist
