wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids,data_id
South Island oystercatcher,https://en.wikipedia.org/wiki/South_Island_oystercatcher,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Haematopus,0,0,0,infoseek,0,0,0,oven_04961612,infoseek_val_00003100
Azadi Tower,https://en.wikipedia.org/wiki/Azadi_Tower,On what date did this building officially open?,On what date did this building officially open?,Time,1971 10 16,0,0,0,infoseek,0,0,0,oven_04956243,infoseek_val_00003128
Affenpinscher,https://en.wikipedia.org/wiki/Affenpinscher,What is the minimum height of this animal in centimetre?,What is the minimum height of this animal in centimetre?,Numerical,25,0,0,0,infoseek,0,0,0,oven_04979491,infoseek_val_00003179
Pidzamochok Castle,https://en.wikipedia.org/wiki/Pidzamochok_Castle,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Pidzamochok,0,0,0,infoseek,0,0,0,oven_04953024,infoseek_val_00003276
Dents du Midi,https://en.wikipedia.org/wiki/Dents_du_Midi,Which continent does this mountain belong to?,Which continent does this mountain belong to?,String,Europe,0,0,0,infoseek,0,0,0,oven_04955943,infoseek_val_00003307
Fokker 70,https://en.wikipedia.org/wiki/Fokker_70,what is the date this vehicle took the first flight?,what is the date this vehicle took the first flight?,Time,1993 4 4,0,0,0,infoseek,0,0,0,oven_04950522,infoseek_val_00003331
Fenway Park,https://en.wikipedia.org/wiki/Fenway_Park,Which continent does this building belong to?,Which continent does this building belong to?,String,North America,0,0,0,infoseek,0,0,0,oven_04951066,infoseek_val_00003332
Proboscis monkey,https://en.wikipedia.org/wiki/Proboscis_monkey,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Nasalis,0,0,0,infoseek,0,0,0,oven_04981809,infoseek_val_00003367
Leopard,https://en.wikipedia.org/wiki/Leopard,"What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Vulnerable,0,0,0,infoseek,0,0,0,oven_04972163,infoseek_val_00003481
Schwerin Castle,https://en.wikipedia.org/wiki/Schwerin_Castle,Who is the architect of this building?,Who is the architect of this building?,String,Georg Adolph Demmler,0,0,0,infoseek,0,0,0,oven_04957954,infoseek_val_00003506
Beaver,https://en.wikipedia.org/wiki/Beaver,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Castoridae,0,0,0,infoseek,0,0,0,oven_04981012,infoseek_val_00003552
Aurochs,https://en.wikipedia.org/wiki/Aurochs,How heavy does this animal typically grow up to in terms of kilogram?,How heavy does this animal typically grow up to in terms of kilogram?,Numerical,1500,0,0,0,infoseek,0,0,0,oven_04981368,infoseek_val_00003565
Al Bidya Mosque,https://en.wikipedia.org/wiki/Al_Bidya_Mosque,What country does this facility belong to?,What country does this facility belong to?,String,United Arab Emirates,0,0,0,infoseek,0,0,0,oven_04956174,infoseek_val_00003637
Suzdal Kremlin,https://en.wikipedia.org/wiki/Suzdal_Kremlin,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Suzdal,0,0,0,infoseek,0,0,0,oven_04958409,infoseek_val_00003798
Tel Hazor,https://en.wikipedia.org/wiki/Tel_Hazor,Who led the archaeological investigation at this place?,Who led the archaeological investigation at this place?,String,John Garstang,0,0,0,infoseek,0,0,0,oven_04954713,infoseek_val_00003803
Charlecote Park,https://en.wikipedia.org/wiki/Charlecote_Park,Which historic county does this place belong to?,Which historic county does this place belong to?,String,Warwickshire,0,0,0,infoseek,0,0,0,oven_04957906,infoseek_val_00003818
Common brushtail possum,https://en.wikipedia.org/wiki/Common_brushtail_possum,Which place is this animal endemic to?,Which place is this animal endemic to?,String,Australia,0,0,0,infoseek,0,0,0,oven_04964064,infoseek_val_00003836
Gargoti Museum,https://en.wikipedia.org/wiki/Gargoti_Museum,What is the location of this building?,What is the location of this building?,String,Sinnar,0,0,0,infoseek,0,0,0,oven_04958899,infoseek_val_00003889
Impala,https://en.wikipedia.org/wiki/Impala,"What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this animal? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04967658,infoseek_val_00003902
Staffordshire Bull Terrier,https://en.wikipedia.org/wiki/Staffordshire_Bull_Terrier,What is the country of origin of this animal?,What is the country of origin of this animal?,String,England,0,0,0,infoseek,0,0,0,oven_04978432,infoseek_val_00003920
Mehrauli Archaeological Park,https://en.wikipedia.org/wiki/Mehrauli_Archaeological_Park,What country does this park belong to?,What country does this park belong to?,String,India,0,0,0,infoseek,0,0,0,oven_04958310,infoseek_val_00004060
Nissan NV (North America),https://en.wikipedia.org/wiki/Nissan_NV_(North_America),What is the brand of this vehicle?,What is the brand of this vehicle?,String,Nissan,0,0,0,infoseek,0,0,0,oven_04950879,infoseek_val_00004061
Least weasel,https://en.wikipedia.org/wiki/Least_weasel,where do you usually find this animal?,where do you usually find this animal?,String,forest,0,0,0,infoseek,0,0,0,oven_04969969,infoseek_val_00004256
Crotalus viridis,https://en.wikipedia.org/wiki/Crotalus_viridis,What is the closest parent taxonomy of this animal?,What is the closest parent taxonomy of this animal?,String,Crotalus,0,0,0,infoseek,0,0,0,oven_04962070,infoseek_val_00004287
Rila National Park,https://en.wikipedia.org/wiki/Rila_National_Park,What country does this park belong to?,What country does this park belong to?,String,Bulgaria,0,0,0,infoseek,0,0,0,oven_04953921,infoseek_val_00004300
Clevedon Pier,https://en.wikipedia.org/wiki/Clevedon_Pier,Which historic county does this facility belong to?,Which historic county does this facility belong to?,String,Somerset,0,0,0,infoseek,0,0,0,oven_04956299,infoseek_val_00004304
Castle Howard,https://en.wikipedia.org/wiki/Castle_Howard,Who designed this building?,Who designed this building?,String,John Vanbrugh,0,0,0,infoseek,0,0,0,oven_04956732,infoseek_val_00004308
Salève,https://en.wikipedia.org/wiki/Sal%C3%A8ve,which mountain range is this mountain belong to?,which mountain range is this mountain belong to?,String,French Prealps,0,0,0,infoseek,0,0,0,oven_04955828,infoseek_val_00004350
Rhizophora mangle,https://en.wikipedia.org/wiki/Rhizophora_mangle,where is this plant originally discovered?,where is this plant originally discovered?,String,Brazil,0,0,0,infoseek,0,0,0,oven_04961217,infoseek_val_00004358
Curling,https://en.wikipedia.org/wiki/Curling,Which country does this sport come from?,Which country does this sport come from?,String,Scotland,0,0,0,infoseek,0,0,0,oven_04961155,infoseek_val_00004399
Caspian tern,https://en.wikipedia.org/wiki/Caspian_tern,how many centimetre is the wingspan of this bird?,how many centimetre is the wingspan of this bird?,Numerical,127.0-140.0,0,0,0,infoseek,0,0,0,oven_04964700,infoseek_val_00004448
Caesarea Maritima,https://en.wikipedia.org/wiki/Caesarea_Maritima,which notable activity has been held at the city presented in the image?,which notable activity has been held at the city presented in the image?,String,Siege of Caesarea,0,0,0,infoseek,0,0,0,oven_04953101,infoseek_val_00004460
Palau Nacional,https://en.wikipedia.org/wiki/Palau_Nacional,Who designed this building?,Who designed this building?,String,Eugeni Pere Cendoya|Enric Catà,0,0,0,infoseek,0,0,0,oven_04952569,infoseek_val_00004468
"Frauenkirche, Nuremberg","https://en.wikipedia.org/wiki/Frauenkirche,_Nuremberg",What is this building named after?,What is this building named after?,String,Virgin Mary,0,0,0,infoseek,0,0,0,oven_04956001,infoseek_val_00004471
White-breasted nuthatch,https://en.wikipedia.org/wiki/White-breasted_nuthatch,What is the closest parent taxonomy of this bird?,What is the closest parent taxonomy of this bird?,String,Sitta,0,0,0,infoseek,0,0,0,oven_04961498,infoseek_val_00004479
Boeing,https://en.wikipedia.org/wiki/Boeing,What is this organization named after?,What is this organization named after?,String,William Boeing,0,0,0,infoseek,0,0,0,oven_04950346,infoseek_val_00004509
Packera aurea,https://en.wikipedia.org/wiki/Packera_aurea,What is the basionym of this plant?,What is the basionym of this plant?,String,Senecio aureus,0,0,0,infoseek,0,0,0,oven_04968912,infoseek_val_00004517
Couch's kingbird,https://en.wikipedia.org/wiki/Couch%27s_kingbird,"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)","What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",String,Least Concern,0,0,0,infoseek,0,0,0,oven_04970290,infoseek_val_00004529
Anacamptis pyramidalis,https://en.wikipedia.org/wiki/Anacamptis_pyramidalis,What is the closest upper taxonomy of this plant?,What is the closest upper taxonomy of this plant?,String,Anacamptis,0,0,0,infoseek,0,0,0,oven_04971762,infoseek_val_00004557
Nationaal Militair Museum,https://en.wikipedia.org/wiki/Nationaal_Militair_Museum,In which year did this building officially open?,In which year did this building officially open?,Time,2014,0,0,0,infoseek,0,0,0,oven_04956197,infoseek_val_00004597
Border Collie,https://en.wikipedia.org/wiki/Border_Collie,What is the height of this animal in centimetre?,What is the height of this animal in centimetre?,Numerical,53,0,0,0,infoseek,0,0,0,oven_04979158,infoseek_val_00004619
Komondor,https://en.wikipedia.org/wiki/Komondor,What is the minimum weight of a female of this animal in kilogram?,What is the minimum weight of a female of this animal in kilogram?,Numerical,40,0,0,0,infoseek,0,0,0,oven_04979093,infoseek_val_00004632
Place de la Comédie,https://en.wikipedia.org/wiki/Place_de_la_Com%C3%A9die,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Montpellier,0,0,0,infoseek,0,0,0,oven_04959047,infoseek_val_00004700
National Mall,https://en.wikipedia.org/wiki/National_Mall,who/what operates this park?,who/what operates this park?,String,National Mall and Memorial Parks,0,0,0,infoseek,0,0,0,oven_04952657,infoseek_val_00004705
Stutthof concentration camp,https://en.wikipedia.org/wiki/Stutthof_concentration_camp,Which city or region does this building locate in?,Which city or region does this building locate in?,String,Sztutowo,0,0,0,infoseek,0,0,0,oven_04958477,infoseek_val_00004753
Boeing 707,https://en.wikipedia.org/wiki/Boeing_707,who/what operates this aircraft?,who/what operates this aircraft?,String,Lufthansa|Trans World Airlines|Sabena|Continental Airlines|American Airlines|Air France|British Airways|Pan Am,0,0,0,infoseek,0,0,0,oven_00001102,infoseek_val_00004761
Jvari Monastery,https://en.wikipedia.org/wiki/Jvari_Monastery,Which diocese does this building belong to?,Which diocese does this building belong to?,String,Georgian Orthodox Church,0,0,0,infoseek,0,0,0,oven_04955529,infoseek_val_00004810
Château de Loches,https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Loches,Who is the owner of this building?,Who is the owner of this building?,String,"Fulk III, Count of Anjou|Loches",0,0,0,infoseek,0,0,0,oven_04953250,infoseek_val_00004863
River Farm,https://en.wikipedia.org/wiki/River_Farm,What country does this facility belong to?,What country does this facility belong to?,String,United States of America,0,0,0,infoseek,0,0,0,oven_04952755,infoseek_val_00004882
Preobrazhensky Metro Bridge,https://en.wikipedia.org/wiki/Preobrazhensky_Metro_Bridge,What is the length in metre is the building in the image?,What is the length in metre is the building in the image?,Numerical,330,0,0,0,infoseek,0,0,0,oven_04955045,infoseek_val_00004933
Lake Brienz,https://en.wikipedia.org/wiki/Lake_Brienz,What place inflows lake?,What place inflows lake?,String,Aare|Lütschine,0,0,0,infoseek,0,0,0,oven_04953426,infoseek_val_00004937
Hôtel de Soubise,https://en.wikipedia.org/wiki/H%C3%B4tel_de_Soubise,Which street is this building located at?,Which street is this building located at?,String,rue des Francs-Bourgeois,0,0,0,infoseek,0,0,0,oven_04953939,infoseek_val_00004946
